machine_id,logical_cpus,physical_cores,sockets,threads_per_core,core_budget,branch_count,workers,omp_threads,core_demand,core_utilization,oversubscribed,runs,eval_avg_ms,eval_min_ms,eval_max_ms,speedup_vs_single_thread,avg_branch_time_ms,max_branch_time_ms,branch_work_sum_ms,merge_tail_avg_ms
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,15,15,0.1171875,False,3,1605.5533333333333,1599.0,1612.42,1.049773079270698,64.71501527777778,89.545,1553.1603666666667,51.63483333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,2,15,30,0.234375,False,3,894.1753333333334,877.226,908.192,1.8849397918230801,70.05974166666667,96.32156666666667,1681.4337999999998,46.035333333333334
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,3,15,45,0.3515625,False,3,657.7126666666667,654.414,663.444,2.5626185294693022,75.85810277777777,103.79666666666667,1820.5944666666667,47.5907
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,4,15,60,0.46875,False,3,532.5070000000001,527.835,539.297,3.1651540104950104,79.24881111111111,108.34833333333333,1901.971466666667,47.5799
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,6,15,90,0.703125,False,3,444.83099999999996,439.294,454.669,3.7890045133245365,94.86177083333334,130.90800000000002,2276.6825,51.37003333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,8,15,120,0.9375,False,3,393.414,386.313,400.093,4.284206120439706,111.78380277777778,149.12866666666667,2682.8112666666666,47.95033333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,12,15,180,1.40625,True,3,385.10066666666665,349.222,409.472,4.376691116262242,161.27858055555555,219.87,3870.685933333333,44.59173333333334
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,15,240,1.875,True,3,394.666,362.369,436.97,4.270615321985341,193.2628347222222,252.50666666666666,4638.308033333334,47.290166666666664
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,15,360,2.8125,True,3,1336.6876666666667,718.793,1967.27,1.260927820834735,1273.545111111111,1287.3163333333332,30565.08266666666,48.85066666666667
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,32,32,0.25,False,3,1650.5966666666668,1643.76,1658.63,1.010662810821945,66.4206986111111,92.94166666666666,1594.0967666666668,55.6581
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,2,32,64,0.5,False,3,940.6663333333333,915.467,964.536,1.7734201890220374,73.5097486111111,99.14213333333333,1764.2339666666667,50.96026666666667
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,3,32,96,0.75,False,3,725.681,718.605,737.893,2.2988016313871613,82.478425,116.077,1979.4822000000001,50.9945
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,4,32,128,1.0,False,3,556.7646666666667,546.474,567.241,2.99623299850206,83.57762777777778,114.86,2005.8630666666666,46.20806666666667
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,6,32,192,1.5,True,3,444.82733333333334,439.091,452.306,3.750211692626802,96.12092083333333,129.40666666666667,2306.9021000000002,48.3588
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,8,32,256,2.0,True,3,388.0833333333333,382.34,392.577,4.298552716340993,109.86070972222223,146.29966666666667,2636.657033333333,46.89693333333334
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,12,32,384,3.0,True,3,371.9746666666667,367.002,381.851,4.484705051598496,152.40530555555554,199.92766666666668,3657.7273333333333,48.722766666666665
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,32,512,4.0,True,3,441.57666666666665,383.168,549.538,3.7778188762993214,226.20236666666668,301.5683333333333,5428.8568,47.647666666666666
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,32,768,6.0,True,3,1237.219,864.857,1667.2,1.3483438798358791,1174.3037083333334,1189.5573333333334,28183.288999999997,47.22076666666666
