machine_id,logical_cpus,physical_cores,sockets,threads_per_core,core_budget,branch_count,workers,omp_threads,core_demand,core_utilization,oversubscribed,mode,run_index,eval_ms,avg_branch_time_ms,max_branch_time_ms,branch_work_sum_ms,merge_tail_ms
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,12,2,24,0.187500,False,manual-parallel,3,466.706000,174.195458,242.776000,4180.691000,86.497400
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,2,32,0.250000,False,manual-parallel,1,454.993000,198.232208,252.818000,4757.573000,86.715800
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,2,32,0.250000,False,manual-parallel,2,459.348000,200.491250,251.120000,4811.790000,87.223000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,2,32,0.250000,False,manual-parallel,3,448.505000,195.192667,241.973000,4684.624000,86.585000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,2,48,0.375000,False,manual-parallel,1,374.759000,266.035875,286.871000,6384.861000,87.440900
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,2,48,0.375000,False,manual-parallel,2,370.449000,261.837000,282.252000,6284.088000,87.648700
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,2,48,0.375000,False,manual-parallel,3,363.448000,255.247125,275.107000,6125.931000,87.943400
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,3,3,0.023438,False,single-thread,1,2735.870000,110.769417,136.100000,2658.466000,76.914100
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,3,3,0.023438,False,single-thread,2,2576.800000,104.321417,129.595000,2503.714000,72.636000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,3,3,0.023438,False,single-thread,3,2641.280000,106.762208,130.899000,2562.293000,78.407000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,3,3,0.023438,False,manual-parallel,1,2733.480000,109.249875,144.744000,2621.997000,110.484000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,3,3,0.023438,False,manual-parallel,2,2621.550000,105.945625,127.517000,2542.695000,77.961700
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,3,3,0.023438,False,manual-parallel,3,2589.640000,104.828708,128.930000,2515.889000,72.979200
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,2,3,6,0.046875,False,manual-parallel,1,1357.210000,106.288708,136.724000,2550.929000,71.564900
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,2,3,6,0.046875,False,manual-parallel,2,1370.980000,105.108583,130.222000,2522.606000,109.154000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,2,3,6,0.046875,False,manual-parallel,3,1494.820000,115.571583,139.635000,2773.718000,76.103400
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,3,3,9,0.070312,False,manual-parallel,1,990.893000,112.772208,158.124000,2706.533000,73.454500
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,3,3,9,0.070312,False,manual-parallel,2,983.276000,109.384542,134.318000,2625.229000,86.069600
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,3,3,9,0.070312,False,manual-parallel,3,951.264000,108.230292,134.330000,2597.527000,85.042000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,4,3,12,0.093750,False,manual-parallel,1,775.328000,113.789833,140.159000,2730.956000,72.890800
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,4,3,12,0.093750,False,manual-parallel,2,772.433000,112.120292,136.149000,2690.887000,88.398500
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,4,3,12,0.093750,False,manual-parallel,3,757.365000,112.959917,140.858000,2711.038000,71.973000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,6,3,18,0.140625,False,manual-parallel,1,572.902000,121.650500,143.230000,2919.612000,85.867600
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,6,3,18,0.140625,False,manual-parallel,2,559.949000,122.003250,150.120000,2928.078000,71.553700
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,6,3,18,0.140625,False,manual-parallel,3,595.898000,123.985208,167.347000,2975.645000,71.992900
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,8,3,24,0.187500,False,manual-parallel,1,490.503000,134.537292,172.843000,3228.895000,71.414100
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,8,3,24,0.187500,False,manual-parallel,2,481.823000,133.669875,165.542000,3208.077000,76.132900
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,8,3,24,0.187500,False,manual-parallel,3,490.522000,132.036708,170.489000,3168.881000,77.409900
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,12,3,36,0.281250,False,manual-parallel,1,448.277000,154.470625,204.352000,3707.295000,117.170000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,12,3,36,0.281250,False,manual-parallel,2,421.483000,155.024292,221.591000,3720.583000,75.059100
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,12,3,36,0.281250,False,manual-parallel,3,399.143000,157.479708,188.677000,3779.513000,73.822200
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,3,48,0.375000,False,manual-parallel,1,398.671000,173.259458,210.892000,4158.227000,73.630600
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,3,48,0.375000,False,manual-parallel,2,401.924000,176.471917,217.641000,4235.326000,73.054500
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,3,48,0.375000,False,manual-parallel,3,393.915000,173.164500,236.192000,4155.948000,80.015600
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,3,72,0.562500,False,manual-parallel,1,352.594000,256.422958,276.991000,6154.151000,75.008500
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,3,72,0.562500,False,manual-parallel,2,358.611000,251.965083,282.782000,6047.162000,75.423500
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,3,72,0.562500,False,manual-parallel,3,356.919000,251.712000,279.569000,6041.088000,76.790600
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,4,4,0.031250,False,single-thread,1,2122.440000,85.651083,112.623000,2055.626000,66.232700
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,4,4,0.031250,False,single-thread,2,2100.110000,84.758158,111.798000,2034.195800,65.351300
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,4,4,0.031250,False,single-thread,3,2122.950000,85.640833,112.406000,2055.380000,67.019700
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,4,4,0.031250,False,manual-parallel,1,2068.830000,83.475729,107.077000,2003.417500,64.559700
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,4,4,0.031250,False,manual-parallel,2,2367.680000,94.979871,123.012000,2279.516900,87.184500
